company_id,name,parent
C955072573021,BREALES INTERNATIONAL,C622523283889
C956407482006,Resalli gruni,R588654702153
C956864658183,GREE TANITEGRORA PLC,C324658304029
C956946519859,Gree B,S332940840982
C95734231079,Challis resite,S308267184470
C958668480001,Sonelesile Old & Co Limited,S946965306891
C959077430241,Seeres Land Ltd,CR96721391383
C960287313359,Stranech Coventry,R139137961885
C963973803196,See II Ltd,R50172495323
C964605661626,glea b properties limited,C323961548740
C965556850544,RESILEGRANE GROUP PLC,
C965732186919,Chile Associated Group,S160390550818
C96610686513,Glone Associated International Plc,S611198407047
C966270127894,Glallich B Land,S852414462952
C966772198940,TANORAGR PLC,S15679807508
C9671296317,Soras striteglora UK Plc,C943904796990
C967915650045,TANALLICH GROUP LIMITED,CR890024932013
C968158714341,Grora Coventry & Co Ltd,R825407386183
C970267524146,RESONESTRANE II LTD,C335815351353
C9708884875,RESONESTR LONDON UK,S917665873990
C971262260547,Gluni B Limited,C185254232487
C97381130259,Gloneles strite Land Ltd,CR751192313057
C974021837772,Strorachee gree UK Limited,R39059142650
C977578998184,Gree International Ltd,S656885181095
C979364108995,Chiteres Associated International Limited,S929516729342
C979518305137,Grallibr New UK Ltd,R93371328038
C980295860804,Tanee Midlands & Co Limited,R8357415165
C982559224116,tanalli associated ltd,CR439799132345
C982580678836,Tanonegrane London Land Limited,C291486274793
C983432665035,Sea brite International Ltd,C335722169923
C984146478453,resileglane land,CR880041495858
C9846831911,chitegl land limited,C778639664753
C98561692652,Resea cheales Properties Ltd,R765465881584
C986756642229,brunilesone london ltd,R412318342475
C987562527037,lesoneglea old & co,R52970184262
C987588517547,See New & Co Limited,R50172495323
C987820367340,Chitestruni Associated International Limited,C776668468894
C988268802913,Greastrile London International Plc,R395768779486
C988277126895,Sanelesuni New,S688473472051
C988294495679,Strones Ltd,R144770447190
C988458484302,grallis b uk,CR944352133413
C989090813684,Chitestruni Associated,CR801928624634
C989421787486,Glea & Co,C773497474406
C991187762765,Graneglora Liverpool UK Limited,R230606793625
C991533652097,Breeglone II Plc,C336308768838
C993119837024,Glonelesite II UK,C940703370871
C993413108931,see old,CR509504979564
C994829391678,streagr liverpool international,C505964779166
C994840160544,See Liverpool Land,CR509504979564
C995147733121,Gleach II Group Ltd,S10320688402
C9977409463,Tanea New Group Limited,R986132660870
C998289708892,GRITEBR LIVERPOOL GROUP PLC,CR27633886499
C99894763060,Resaneglee Group Plc,R65737757707
C999482702084,Suniresuni taneestruni Plc,C797652471075
C99989495688,Suniresuni Coventry Group Plc,S553977206477
CR10068845921,Tanee London Plc,S178331315212
CR102968664636,Gluni leseares & Co Ltd,S318858974713
CR104725958771,Cheagr Associated Plc,S159695141697
CR105403580301,Soras Old & Co Limited,C943904796990
CR105838723972,Cheeles sitech & Co Limited,R76103635185
CR10607184520,Griteres Coventry UK,S693398931314
CR108165778548,GLEA STRANE UK LIMITED,C323961548740
CR109385998790,chite wales & co limited,S15679807508
CR109834616166,Lesanestralli Associated Ltd,C246613496627
CR110559216178,Gleetan Old,CR690854610111
CR110940761077,grileles land ltd,C12149984059
CR112596208261,see ii properties,R572622580762
CR113171117883,resonestr brorabr uk,CR667191406668
CR114120579704,Gree Coventry Properties Plc,C956946519859
CR115047352396,Tanalligl Associated International Limited,CR380112987081
CR117554427563,gritebr new limited,R997451278184
CR117638154906,gree old group plc,CR988813318611
CR118304674138,Seales Group Ltd,R231972754933
CR119027379060,lesilegl associated & co,C778639664753
CR119345773647,Glaneres Midlands Limited,S57279960295
CR120634754143,Gree Old & Co,C28121399935
CR120824312727,RESORAGLANE LIMITED,C877394517686
CR122625484457,GLUNI OLD PROPERTIES PLC,S611698724195
CR12319270338,Tanalli Plc,R703033523648
CR123684584230,Glea Group,C776668468894
CR12382632656,Gluni Wales Land Limited,C540749923437
CR12490488464,GLEATAN II GROUP PLC,R308416853768
CR12512430461,GREASTRILE NEW INTERNATIONAL LTD,S66141111704
CR125278312271,BREEGLONE COVENTRY UK,C17278382104
CR12546997148,GRITEBR II PLC,CR27633886499
CR125911502,gluni coventry,CR89988449884
CR126566609610,Chitestruni New Properties,R350444816882
CR127118763910,LESANESTRALLI ASSOCIATED INTERNATIONAL PLC,CR989054790737
CR127957555690,Chorares Ltd,S145230869099
CR131780922452,GRITEBR MIDLANDS,R491261705032
CR132032362617,Greelesile B Group Limited,S752853827394
CR132666293169,Tanite Liverpool & Co Plc,C124976121037
CR134418425976,Salliglee New Properties Ltd,CR427002328436
CR135660109109,Stralli Plc,R860395717497
CR136479728025,Leseares brallich International Plc,R583734558500
CR13658411891,gloragl,C51237546364
CR137439136553,taniletanalli new properties ltd,S313405170593
CR137550859464,Stree New Plc,R627731674573
CR141561467233,suniresuni coventry land ltd,C27815713567
CR142023163445,RESONESTRANE BRANERESONE,C335815351353
CR142658467120,GLANE GREATAN UK LIMITED,CR80593796701
CR143268121277,lesileres tanane uk plc,R84267644757
CR145454275948,Graneglora Midlands Group Plc,S479933976890
CR14603229572,sanetanile coventry,CR349788832849
CR146886255989,Sanelesuni Wales Limited,S573529880909
CR148333553754,Glone tanuni & Co Plc,CR923686504058
CR150089214871,gluni b group,CR89988449884
CR151236362159,TANONE LTD,
CR151554747438,resanebrone b uk,S487157171483
CR151849886579,lesonechile properties plc,R308416853768
CR152241476149,Tanone B International Ltd,R897668827597
CR15224492755,TANILETANALLI LONDON UK LTD,S313405170593
CR152259412944,SALLI LIMITED,
CR152579726067,Grora B Properties Ltd,C329744109865
CR15288597844,gluni ii plc,S384886291756
CR15293094980,BRONE NEW PLC,S26760579698
CR155416371582,Resile Liverpool Plc,S137591360572
CR155502494780,Gralliresane Group,C935746861693
CR15570151216,Lesanestralli Wales UK,C949357294459
CR157512329074,TANANELESALLI UK PLC,C604284450655
CR15774213339,Bralli tanora Ltd,S48628617912
CR15827359235,Sea Coventry Properties Ltd,C189980614278
CR160618957553,chitestruni new limited,C776668468894
CR161721896364,Strunibr Associated Limited,S918207575601
CR16200357998,Brunitan Properties Plc,R494141357148
CR162754792388,Grunistrea Wales Ltd,C44646421472
CR163573300148,RESONE II LIMITED,C934776323096
CR164810665900,chonech & co limited,
CR165282495937,GRALLI TANEATAN LAND,C402691408329
CR165315813578,Glallich Midlands Ltd,S852414462952
CR167845866563,Suniresuni Liverpool Ltd,CR478169972249
CR168321751744,Branegr & Co Plc,C958668480001
CR170889880820,Glaneres Old Land Plc,R35287237980
CR171511710883,Gree Wales International,C741715510888
CR172119223289,tanoraglite graneres uk plc,R42449533726
CR17308352543,sonelesile lesoralesane group plc,C958668480001
CR176894561482,CHILEGR LONDON & CO LIMITED,C24232289673
CR177395792417,Gree London Group Plc,C665572908905
CR177715503956,Gluni streas Group Ltd,CR15288597844
CR179247504150,SANELESUNI MIDLANDS GROUP LIMITED,S573529880909
CR179474412506,Streestrone UK Ltd,R379588440050
CR17951977015,Glaneres B Group,R35287237980
CR182969183940,Sea New Properties Ltd,R12996266868
CR184088887918,Lesanestralli New Land Ltd,C246613496627
CR184171418416,Resonebr New Land,CR562834682207
CR185204947136,Brite II Group Plc,S949186899925
CR186026359004,Gree London UK Ltd,S332940840982
CR186200808153,Graneglora Associated,S479933976890
CR186624569143,SALLIGLEE STRUNIGRUNI GROUP LTD,C51237546364
CR192638403891,Chilegr Properties Plc,C937219908267
CR194540281425,CHITEGRANE LAND LTD,CR49340755304
CR194826378953,Chitetan New Land Limited,S830434128154
CR196437196125,STRILELESILE II,R271332101248
CR197851217459,Bralli Coventry Limited,R277179675397
CR198530439852,Lesanegrile International Plc,CR96721391383
CR198682165938,Sane Liverpool International Ltd,C937219908267
CR199451536256,Tanone B Limited,C887756950351
CR200850406014,resonestrane london land limited,C335815351353
CR20114638245,challis grallichuni group,S308267184470
CR201721815765,Breabrora Coventry Properties Limited,CR85759288892
CR204952520489,STRORATANANE LAND LTD,S892680381245
CR206004380361,Tanalli UK Plc,CR374662930956
CR206350789960,Straneglea Liverpool,C51778518326
CR210121479686,Sonesone Liverpool Group Limited,S245740598444
CR21017339152,SEA COVENTRY GROUP,R971540704410
CR210278992952,Breeglone Associated,S692626961048
CR210679976556,Streagl chorabr International,CR96721391383
CR212035284542,Gluniglite Old,R730450999911
CR212790679747,Lesilegl Wales Limited,CR119027379060
CR212950528676,CHEAGR RESONE PLC,S159695141697
CR213387616091,Gree New UK Ltd,C954986167499
CR214554398425,Taneabr Liverpool UK Limited,C25868452830
CR216081694998,Resonebr New,CR987157853704
CR216314417426,STRORACHEE LESITEBREE INTERNATIONAL LTD,R39059142650
CR217388357879,Suniresuni Associated Land Ltd,R347154423574
CR218346588753,tanunilesite old uk,R328963734041
CR218516800884,Seeglone II Group Plc,S347165589299
CR219598985242,STRANERES NEW LIMITED,CR591486118458
CR219612485041,Sea Liverpool Group,S765454915942
CR219911332693,Grallis Liverpool,C262264483037
CR221071945058,Gree leseegr Limited,C665572908905
CR221483668541,streagr london properties ltd,S484999496645
CR222099493038,Chitetan II Group,S830434128154
CR222824223510,Sea Associated International,S765454915942
CR223422171651,Glallich sunichite,CR37095238800
CR223836514978,seastr group,CR171511710883
CR225745668754,Grite greetanee Limited,C332521205056
CR226421866362,Brea International Limited,S296478604723
CR227700301897,strora wales & co,C604284450655
CR227800901164,SEA LESONE GROUP LTD,C475440181821
CR229124282296,BREABRORA ASSOCIATED GROUP,CR91284447390
CR229290543897,TANUNI B PROPERTIES,R319811135363
CR229466627277,Chile Associated Group Ltd,S160390550818
CR229492187198,brunigl london & co,S62808276123
CR230053643848,Taneach & Co Plc,S687156583141
CR23099899620,BRITEGRANE ASSOCIATED LAND LTD,C146483763770
CR232444471110,Breatanee Associated Group Limited,C6813928304
CR233165462236,Greastrile Liverpool International Ltd,R395768779486
CR233635379971,Suniresuni Associated Group,S553977206477
CR233667834251,Sea resunistr Limited,C742849827
CR235482539745,gluni associated ltd,S393536486797
CR23771152936,suniresuni associated plc,C536590531949
CR237795375107,Suniresuni gleas Group Plc,C536590531949
CR238599158758,RESONE LONDON LAND,CR212950528676
CR242418343946,salliglee b land plc,C16697450315
CR242689844089,SALLI LTD,CR967761584959
CR242921555327,Glile Group Ltd,R380605900114
CR243116333217,Strea Land Limited,C665903343271
CR24347705034,gluni resora ltd,C540749923437
CR246376658590,Gluni Coventry Plc,C540749923437
CR24637789395,SEE TANEAGL & CO LTD,CR509504979564
CR246893743037,SORAS LONDON UK,C943904796990
CR247226753718,bralli london international ltd,C181921749260
CR247403325511,Stralli B Group,C86586227406
CR251145590548,Tanalligr II International Limited,R789439328159
CR251279119832,Salliglee Midlands,CR885367963690
CR251332148638,Lesites Plc,CR751192313057
CR25357687047,LESILERES B PLC,CR490222687270
CR2542886635,Gralligrile Group,R231972754933
CR254669616484,Tanuni lesile Land,CR257317165498
CR255174215825,LESEEGR PROPERTIES,R997451278184
CR255573280437,Britegrane tanilegl Properties Plc,C146483763770
CR256182919452,Straneres Liverpool,R448389786533
CR256721220403,CHORABRITE UK LIMITED,CR374662930956
CR256776242398,Lesilegl Associated UK,C778639664753
CR257231242973,TANORAGLITE NEW GROUP LTD,C374285503648
CR257317165498,tanuni group ltd,C615101134529
CR259382856835,Grunibr International Limited,S885086696701
CR259482809658,tanalli & co plc,
CR260574629460,gree ii international limited,C299430551318
CR260862487510,leseetan associated land,S221002629627
CR260916242671,Tanunich Midlands Properties,CR809211692936
CR261655839418,Streagr London & Co Plc,C505964779166
CR262374386383,Greastrile Old & Co Plc,R914513158356
CR263531170100,resalli new land,S95412667768
CR264334302882,Suniresuni B UK Limited,R494141357148
CR264486374663,lesileres strilegr uk limited,R684979642676
CR264673710960,Tanalligr London Limited,S875834333921
CR265329157208,Chane International Limited,R35929259874
CR265754998282,Gritebr Liverpool & Co Plc,C22527040613
CR265914421917,GLILE TANONELES PROPERTIES LIMITED,R662573207371
CR266345544451,Chonegl Plc,R35929259874
CR268709865971,Chane & Co,R407930232157
CR269700119053,lesanestralli challi properties plc,S61480853478
CR269748255421,lesunis & co ltd,S479933976890
CR270220684838,SALLITANUNI ASSOCIATED GROUP,R380605900114
CR270560607931,SUNIRESUNI B LIMITED,CR141561467233
CR27177985252,Grallis London Land Limited,S195140718974
CR271796583179,Suniresuni Midlands & Co,C412016272067
CR272763439049,Chitestruni II UK Ltd,C776668468894
CR27301734764,SEARES LTD,
CR27633886499,gritebr new plc,R853741783320
CR276967677224,Resilestr Midlands International,S243171423613
CR277105419557,Strileresea Properties Ltd,C504555658701
CR279921502509,sea ii uk limited,C475440181821
CR280475601989,Tanee Properties,CR109834616166
CR280601628187,Sallitanuni II & Co Ltd,R380605900114
CR285317452519,resile b uk plc,C854872309225
CR287185621679,grone international plc,S190947463282
CR287532576460,Chilebr glora & Co Ltd,R316176186093
CR288064978462,Lesunibrane UK Ltd,R448389786533
CR288976363109,Resonestr Wales Limited,S917665873990
CR289803986318,Glone Liverpool & Co,CR923686504058
CR290372190391,Resalli Associated Land Limited,R660939319408
CR290569187576,Stritech brealesile UK Ltd,C91966670455
CR290635688704,Soneresite Midlands Land Limited,R692902556257
CR29108533950,CHILELESORA LAND PLC,R139137961885
CR29173308363,Gree Coventry International Limited,S268110600891
CR292979190060,gleach & co limited,C887756950351
CR29360756342,chites midlands international limited,CR972518335476
CR294531882647,Resoneles Plc,R35287237980
CR296209177378,Gree granebr Properties Limited,CR29173308363
CR29646441286,Tanunilesite Liverpool International Ltd,CR893460905491
CR29722240394,Gralli Wales Properties,S193354993547
CR297340437075,reseagruni & co plc,R48042242991
CR297743157731,lesite old land ltd,CR666079398448
CR298130665281,Salliglee Midlands Properties,CR427002328436
CR29934922389,Chiteles London UK Plc,R910982612024
CR299473239584,Soneres & Co,R12996266868
CR300536781166,Chora UK,R494141357148
CR30377319913,Resonestrane Old Limited,C335815351353
CR305288158735,BRONE & CO LTD,CR593141180224
CR306621102671,SUNIRESUNI LIVERPOOL UK,C27815713567
CR307404178486,TANONEGRANE B PROPERTIES,S463829941200
CR30846114565,Lesalli Coventry Group Limited,R711042343453
CR309647192423,resiteresora international,R52487232234
CR310850695011,GRONE MIDLANDS,C854859568702
CR310905580460,GRALLIBR WALES GROUP LIMITED,R93371328038
CR31131283825,BRITELES & CO LTD,CR223836514978
CR312768330686,tanone coventry ltd,R897668827597
CR314742625252,Gleeglile London UK Limited,C395103917016
CR316463720982,Tanalligr Associated,S875834333921
CR31649046809,strallibr new uk ltd,S79352821740
CR316533187179,Lesorabr London Properties,R404345150334
CR31826640432,Grea New Properties Ltd,C12149984059
CR318841821464,BRUNITAN SANE LTD,CR16200357998
CR319534607887,Greebrile lesorabr UK Limited,S776448291825
CR320220694115,Sea B International,R971540704410
CR321208738286,suniresuni old international plc,C126572648425
CR321555367242,Gritegrite Liverpool UK Ltd,S688035335857
CR322081673809,Glane New Plc,CR80593796701
CR322518847921,GLUNI COVENTRY GROUP,S318858974713
CR323985274332,Grea Wales Ltd,C12149984059
CR324702190688,Tanallistr Land Ltd,S490404906799
CR325305627694,Chilebr New Properties Ltd,R316176186093
CR32689196505,Salliglea gruni UK,R771728523727
CR327145785116,streatan uk ltd,S794481448797
CR327551526644,Sea Associated Limited,C507561709563
CR327996901945,Chitegl gruni,R855775610026
CR329244164950,Graneglora resalligluni,CR60211723968
CR330843965028,Cheagr B Properties Plc,CR734136983930
CR33132151229,chitestruni ii uk,R350444816882
CR332252840575,lesone & co plc,R230606793625
CR332404228609,Grallibr resalliglane Land Ltd,R93371328038
CR33314522973,glanebrone international,
CR333848788000,strorachee associated ltd,R677791634568
CR334147381489,Tanuni,C299430551318
CR335886940192,gluni brallilesile uk,C540749923437
CR336641106289,gree ii plc,C324658304029
CR337888303346,Brite London Land Limited,C674404970159
CR339966268135,STRILELESILE ASSOCIATED & CO,C169192781986
CR340073343507,SEA LIVERPOOL LTD,C507561709563
CR340075330224,Sorach Group Limited,R627731674573
CR340890782101,See Associated Properties Ltd,S145230869099
CR341982893905,chunich chilegl international plc,R233705955466
CR34389631575,RESALLI GLUNI LAND LTD,S95412667768
CR343918678332,sone,CR657940744263
CR345820921715,Grorares Ltd,CR473170780453
CR347148968051,Cheagr Midlands Limited,S159695141697
CR34746264626,Resalli greastr,R660939319408
CR34960316581,Resilestr Coventry UK Limited,S243171423613
CR349788832849,SANETANILE NEW & CO,R585922217025
CR35035384079,Brunistr Properties Limited,
CR35204218974,Sea Associated Group,CR388594154040
CR355273338453,CHEALES NEW PROPERTIES PLC,S100240634395
CR35535045820,Brile II & Co Ltd,R881353583537
CR35801053373,Gluni II UK,CR600475967851
CR360309119015,Grileres Group Ltd,C28121399935
CR361414154660,GREALESITE LIMITED,S15679807508
CR362092219502,Gree Associated Limited,C956946519859
CR363346109267,Suniresuni Coventry Ltd,C126572648425
CR364060950845,Strallistr Properties,R46839178093
CR364445582607,Brorabr Liverpool Properties Plc,CR113171117883
CR365327309001,Glaneres New UK Limited,C174145681915
CR365388146718,GRONELES LESORA LAND,S750415880604
CR365487967157,CHILEGR OLD GROUP,C24232289673
CR366229644121,resonebr midlands ltd,CR473170780453
CR366479974164,BRALLI LIVERPOOL,S48628617912
CR36697231421,Sonelesile II Properties Plc,C958668480001
CR368333712810,lesileres midlands uk ltd,CR490222687270
CR369861891065,Resile stronech,C854872309225
CR370258440109,Resallilesee UK Ltd,R825407386183
CR37095238800,Glallich B Group Plc,S852414462952
CR3716281394,Tanileres International,R730450999911
CR372324442827,Resonestr taneestruni UK Limited,S917665873990
CR372828243972,SITES PROPERTIES PLC,C536590531949
CR373501801,lesalli glorabralli,R711042343453
CR373748409875,Bralli sora Plc,S48628617912
CR374173162241,Chiles Ltd,
CR374662930956,Strilelesile chile Limited,R271332101248
CR376905273633,Resile tanilech UK,C854872309225
CR377682598632,Lesoneresite Liverpool Land Limited,CR656344193297
CR377769119090,Resone strane,C948316381426
CR378706102233,GREE LONDON LAND LIMITED,C665572908905
CR380112987081,TANALLIGL LIVERPOOL LAND,C935746861693
CR384980850123,chee land,S675993292454
CR387710716445,Suniresuni B Properties Plc,C797652471075
CR387936134476,Tanuni London Properties Ltd,C11453236465
CR388492656917,tanuniglea b,C665903343271
CR388594154040,Sea International Limited,S10320688402
CR3886169779,Lesanestralli seestrea UK Ltd,C949357294459
CR39000305423,GRITEBR STREASITE GROUP LTD,R997451278184
CR39005498382,GREE LIVERPOOL LTD,CR260574629460
CR390593545390,Gree II Properties Plc,R422132303008
CR390682381285,Resanebrone Coventry Land Plc,R703033523648
CR394136136227,gree midlands,CR171511710883
CR394184907828,GRALLIS B & CO LIMITED,S195140718974
CR395574456698,TANUNIGL ASSOCIATED LAND LTD,R737749377192
CR39731372108,Chiteles New Plc,CR645909121096
CR399590340586,Seelesile strites Plc,C785448431283
CR400139269177,Glaneres Old Ltd,S770471660122
CR400577391653,Grallis II & Co Ltd,R642598553871
CR40355918375,STRORACHEE GLEETAN LAND PLC,R39059142650
CR40409699275,tanuni london uk,S750292187602
CR40418183386,Gree Old,R529225707151
CR404314836420,chee midlands international,R898519571313
CR404580370772,Glalli International,R36653657827
CR406229940399,Gronebr Land,
CR40678830153,Tanoraglite London Group Limited,C374285503648
CR409882156247,Resalli resee Group,CR290372190391
CR410552678490,lesalli international plc,C665572908905
CR410923506843,Sane II Properties Limited,CR318841821464
CR411166302249,Suniresuni New & Co Limited,R860395717497
CR411203481614,gree midlands limited,CR186026359004
CR412668135309,GLUNI UK PLC,S34310147770
CR413869106503,Resones stronegruni Plc,S344370192613
CR414893787259,Glone lesone UK Plc,S611198407047
CR415013637165,suniresuni london & co ltd,C27815713567
CR416775645891,See glallis Plc,R50172495323
CR41935655761,Tanearesea Properties Plc,C665903343271
CR42091601016,Stritech B Properties,C91966670455
CR4222153481,greastrea uk limited,S852414462952
CR42247547197,suniresuni glorachile,S84171814507
CR423016392091,grora new plc,R825407386183
CR423265618247,Gliteles Associated Group Ltd,C83000252052
CR42403671837,Tanalligl Properties Ltd,R308416853768
CR425496319702,Suniresuni London & Co Ltd,CR141561467233
CR427002328436,Salliglee B & Co,C16697450315
CR431468284100,seaglone ltd,CR171511710883
CR431713809270,RESONESTR GLONE PLC,S917665873990
CR431754737138,gritebr old properties,S885086696701
CR43246051644,grile ltd,S264090527646
CR432610693265,Glaneres London UK Plc,S57279960295
CR434782321651,Greastrile resite UK Ltd,R914513158356
CR434957342876,gree london plc,S23907549916
CR435022104004,chora ii uk ltd,C500371377607
CR43548823110,Lesile London International,R814250727802
CR435488911868,LESALLI PLC,
CR435765334063,Tananegrile Old,C84755214743
CR438200705239,BRONE INTERNATIONAL LTD,CR535304246290
CR439620506372,Brile Midlands Plc,S271491157805
CR439694147307,Gree leseeglee Land Limited,CR724499462539
CR439799132345,STRILELESILE TANALLI GROUP LTD,R271332101248
CR442999613752,Gluni Midlands Land Limited,CR15288597844
CR443529883408,Tanuni Liverpool Group Ltd,C589622191963
CR445866738378,TANITE & CO,R904296176253
CR446621135162,sonelesile coventry land ltd,S946965306891
CR446747586145,Salliglee B Land Limited,C16697450315
CR44952147012,Challigr Old Plc,C771790419556
CR450721552950,Resorabr Properties Plc,CR463634467464
CR452577188758,Granebr UK Plc,CR987157853704
CR452605262203,grallis chone group plc,R642598553871
CR45360268411,glonelesite ii,C940703370871
CR457146957042,Glaneres Liverpool Plc,R285276676604
CR457371475924,Tanitebree Midlands Limited,S925569259350
CR45819050618,GRANEGLORA ASSOCIATED UK LTD,R230606793625
CR458485503474,Sonelesile resite UK Plc,S946965306891
CR459248507790,CHEASEA MIDLANDS GROUP LIMITED,R280870102298
CR460346769001,SONE & CO PLC,CR880041495858
CR460453422578,Gritebr London Group Plc,S262785547976
CR46287441630,Resuni Wales Limited,C726313231589
CR463029228098,GLUNI ASSOCIATED LTD,S384886291756
CR463410983467,Chiteles B Properties Limited,CR645909121096
CR463634467464,Gree chonebr & Co,CR171511710883
CR464301934657,Strorachee Associated Group,R677791634568
CR464944122426,Resonestr Old Land Plc,S917665873990
CR46500379932,Salliglee B,CR427002328436
CR465030711271,Bralli resora International Plc,S48628617912
CR465438372688,resiles land ltd,
CR468039246624,Resalligrile II Land,CR657940744263
CR469976711025,Resite Group Ltd,R925312625630
CR470488915680,Tanunigl Coventry Ltd,R737749377192
CR471781491036,leseares wales properties,R583734558500
CR472114401099,Tanunilesite Liverpool International Limited,CR893460905491
CR472159403163,salliglee coventry land plc,R46839178093
CR473170780453,SUNIRESUNI RESONEBR LTD,R494141357148
CR473544736224,GLUNI MIDLANDS LIMITED,S420040260131
CR47376419945,CHITEGL WALES PLC,CR795762947410
CR474498560413,Chora Liverpool International Limited,C500371377607
CR474541946237,GLALLICH LONDON UK PLC,CR37095238800
CR476843327825,brile wales uk plc,R382956930139
CR478169972249,Suniresuni Associated Properties,C366835766942
CR480674517211,Groneles Wales UK Limited,S750415880604
CR480689891654,Tananegrile New Plc,C84755214743
CR480918641107,Sane New & Co Ltd,CR318841821464
CR481636178569,LESILERES WALES,R357821297019
CR481819359882,Brilesuni International Plc,R853741783320
CR483220774828,SEE LESONE & CO PLC,CR509504979564
CR483391623689,sanetanile associated land,R585922217025
CR483975412576,Resalli lesallibree & Co Ltd,R904296176253
CR486101712094,Tanee Wales Land Ltd,S178331315212
CR486626946091,Breabrora II International Limited,CR902011179589
CR486889469699,straneres tanane limited,CR591486118458
CR487394281057,BRILE II GROUP PLC,S271491157805
CR48847336977,Chora B Properties Ltd,CR435022104004
CR489320264254,Gritegr,R716243391063
CR489378824854,Tanuni Limited,CR306621102671
CR489568934482,Gree Associated UK Limited,R386143586539
CR490222687270,lesileres liverpool land limited,R684979642676
CR490226702356,chora liverpool plc,CR435022104004
CR49340755304,SANEGREE & CO LIMITED,R35929259874
CR493625881092,Resonesalli Land Plc,R881353583537
CR493838240616,CHILE RESEE INTERNATIONAL,CR374662930956
CR494680938401,Sanegree gralliglea & Co Limited,CR49340755304
CR49493655100,Groneles sorabr International,S750415880604
CR495752752479,Greastrile glorasone Plc,R395768779486
CR498852947151,Groneles II & Co,S750415880604
CR50125790221,Britestr resilesane Group Limited,S569385548440
CR5028891647,GLEETAN ASSOCIATED GROUP PLC,CR593141180224
CR504201865764,See gronelesane Ltd,CR509504979564
CR504447263950,Sonelesile Wales Group Limited,C958668480001
CR505658625083,tanee london & co ltd,S178331315212
CR506004523070,Stritech II & Co,CR852538283044
CR507343330316,Chora International Plc,C958668480001
CR508086889146,STRANESTRITE & CO LTD,CR94973497590
CR508905507385,strea plc,S160047198541
CR50904590331,GREASTRILE TANALLI GROUP,R914513158356
CR509504979564,See Wales,CR967761584959
CR511082772710,Tanuni New & Co,R510133458128
CR51156079524,LESALLI PLC,CR989054790737
CR51187371386,Groratanee International Limited,S344370192613
CR514412296020,Breeglone Old Plc,C336308768838
CR517252437997,resanegl land limited,S504842321794
CR51966793805,Resonestr Wales Group Plc,S917665873990
CR521996424098,GLUNI NEW & CO PLC,S611698724195
CR522099686846,Brora Properties,C934776323096
CR52239877692,Sone UK Plc,CR666079398448
CR522882839292,Lesees II Properties Plc,R734701416772
CR523052301579,Lesalli resitesalli Plc,R711042343453
CR523072877987,Gliteles resunires Properties,C83000252052
CR525474519046,groraglea uk,R737749377192
CR526921733772,STRORARES PROPERTIES LTD,R757359230616
CR528768939091,Taneabr Coventry,C918306506787
CR531443118822,GRALLIBR LIVERPOOL LTD,R93371328038
CR531858874330,Gruni Wales Limited,CR327996901945
CR533267851557,Chitegl II Group Ltd,R855775610026
CR534375522117,GLUNI II PLC,R594592226202
CR535304246290,GLUNI SORAS & CO,CR246376658590
CR535467524358,Graneglora Wales UK Limited,S479933976890
CR536906579644,BRORABR OLD PROPERTIES,CR113171117883
CR5370647390,Soneresite Coventry,C436822897812
CR537511675526,Lesalli reseatan Properties Ltd,S683432228446
CR537745231469,Branesee Properties Limited,R444971197985
CR542289344276,Resee resonebralli International Limited,C247836737229
CR54375762680,tanonegrane coventry properties limited,S264090527646
CR543845499479,Chunigl Group Plc,R677791634568
CR543936451997,SONELESILE GRORA UK,R60777211815
CR544053488442,Lesitesane International,C886984189006
CR545807223700,Leseeres International,CR832577280426
CR546314884739,Glallich glanes Land Ltd,C966270127894
CR547929536713,Soras sanegruni International Plc,S125570395564
CR547950967664,straneres grora plc,CR219598985242
CR549020351897,SUNIRESUNI ASSOCIATED LAND PLC,C126572648425
CR550509557038,tanunilesite glitesile limited,CR94973497590
CR550863952228,Lesoneresite salli Properties,CR656344193297
CR551263255039,chiteles coventry uk limited,CR645909121096
CR55178740746,Stritechuni New Group Limited,R446161960490
CR55203713255,LESALLI II,S296478604723
CR552305294405,Suniresuni Wales International Plc,CR478169972249
CR553000486643,GRILEBREA ASSOCIATED PLC,R458197108065
CR554922610753,sea wales land plc,R12996266868
CR555620303580,taneabr new land,C25868452830
CR555717875995,Gree Liverpool Group Plc,R59414441376
CR556351530426,Gree II,CR61019235390
CR558016715654,Brunigl B International Plc,S62808276123
CR560533409737,graneresile seegruni properties limited,R497656659924
CR560700727916,BRALLI LESORASTR & CO,S48628617912
CR56076170201,Sane Associated Group Plc,CR318841821464
CR561655862598,resorabrone,CR431713809270
CR562834682207,Resonebr Midlands International,CR473170780453
CR562967735021,SUNIRESUNI GRORA GROUP LIMITED,C126572648425
CR565242449206,Resunisee Old International Limited,R58293817853
CR568257851748,TANEABR BRANELESORA UK LIMITED,C918306506787
CR570631802236,GREE CHALLI PROPERTIES LIMITED,C324658304029
CR57128376832,gralli london plc,C402691408329
CR57234704947,Resite London Properties Plc,C451677135861
CR574942534882,RESUNI LTD,R230606793625
CR576094951860,Grone Properties,CR60211723968
CR57653922769,Chora II,R177105721207
CR5827042449,gree associated uk limited,R529225707151
CR58377365690,Chora Land Limited,CR972518335476
CR585186823312,Glea Limited,C883982442214
CR585553140450,Streeresora Associated International Plc,R712870442185
