land_id,company_id
T164835619512,R151919292782
T164861589264,S675993292454
T164912485634,S178433510159
T164914413943,S234650831198
T164919392926,C37094815689
T164930492585,R397540961987
T164931688910,R936337393870
T164934387693,C20695518246
T164935697412,C914816594822
T164971866739,C127565968843
T164983953007,S675993292454
T165039795381,C20695518246
T16507399246,S583048510534
T165092161124,C295212267364
T165095795396,CR874756817358
T165149322476,CR923917438195
T16521564984,CR8690183203
T165220591954,S3204071518
T165221542421,C956864658183
T165229647238,S223039727902
T165242376216,R912580200546
T165249713787,S827758731804
T16528988739,CR114120579704
T165302992779,C914816594822
T165318833395,CR80335448539
T165335751578,R83333660646
T165341605351,CR206004380361
T165342728262,R810778651553
T165360140951,R805943178700
T165402971128,CR61848145612
T165440513206,C918306506787
T165450588948,S365579778508
T165451878182,S178433510159
T165460292830,R805943178700
T165484273054,R47707058158
T165491997846,R429073529027
T16549924231,S908788533980
T165529534947,R814256406213
T165607704958,C956864658183
T165633929233,C20695518246
T165681163970,CR848368971683
T165687988058,C12149984059
T165700696489,S908788533980
T165705258906,CR206004380361
T165716848199,CR923917438195
T165718517895,S994888439568
T16579673919,S178331315212
T165822456720,S808744345450
T165840433385,C6550062356
T16584951715,C519152139039
T16588311721,S708712431537
T165888424776,R805110580016
T165897680189,S690539574356
T165930667512,R54481457783
T165937250472,S201476103199
T165962969258,C371829173428
T166009623221,R48156846185
T166036125043,C37094815689
T166049693245,CR795705730009
T166068655186,C914816594822
T166083344027,S908788533980
T166084651994,R653709434810
T166153826634,S994888439568
T166180393611,C110573369242
T166213173153,S621515627467
T166249313832,S223039727902
T1663038761,CR373501801
T166345218178,R668887724510
T166361879537,C280896198612
T166370403337,R337885620018
T166399642365,C903377409498
T166416438271,C55651347661
T166417374266,R16412228157
T166468972878,C127565968843
T166471129442,S750415880604
T166491534117,C20695518246
T166505498439,CR69735252366
T166508832127,CR102968664636
T166516300902,C470685675061
T166632506266,S35506426664
T166657722192,R84565275715
T16671441740,R652026353427
T16671527826,S48628617912
T166722210893,R177105721207
T166729230185,C463623513240
T166771602356,C918306506787
T1668220767,C362120560403
T166829505487,CR974353914474
T166831277165,R43170117713
T16684457,R14146819289
T166942437485,S374183203303
T166999949687,S55039215188
T167055534512,C902242338621
T16711393087,CR257231242973
T167129304709,C30870158900
T167139187001,CR233667834251
T167153412821,CR713482463859
T167156140271,S946965306891
T16717809432,R151919292782
T167268446420,R913298275534
T167274667326,CR83553746062
T167356974670,C40648968635
T167362895784,S3204071518
T167368512612,C260483934511
T167411490479,C275167256486
T167473615435,S88247586149
T167491222081,S385413546901
T16750174918,R990724975152
T167508345891,C260483934511
T167624454115,R16412228157
T167759342080,R936337393870
T167774864207,R337885620018
T167778723495,S637917689179
T167809123189,CR5028891647
T167830494669,CR83553746062
T167845543603,R119341965993
T167854536907,R652026353427
T167870784964,S781256796139
T167887292006,CR713482463859
T16790883394,CR727560947210
T167978331775,R849627309056
T168098891483,CR102968664636
T168139704245,C40648968635
T168187660932,CR795245890399
T16819137644,CR915977980863
T168227163845,CR83553746062
T168235269951,S928037566409
T168342930583,C902242338621
T168377499699,R668887724510
T168382238518,CR706261205313
T168392484201,S928037566409
T168394526963,R245333689855
T168406137503,C696792776381
T168479518021,S139097819478
T16851053027,S178433510159
T16852982857,C500371377607
T16853995110,S808744345450
T168541691408,CR432610693265
T168574675401,R83268455149
T168647264709,S178433510159
T168647870116,R177105721207
T168680596470,C463623513240
T168728439422,CR290569187576
T168739106493,C724699867627
T168759759193,S365579778508
T168789186220,C55651347661
T16880117584,R296026207001
T16881259272,R14146819289
T16883890460,R83268455149
T168877874828,S430795915887
T168885913133,CR915977980863
T168905527236,C677013818504
T168984271086,S178331315212
T16900892857,C498567266942
T169049328352,C850618627983
T169088309247,S178433510159
T169144287553,C850618627983
T16916262899,S872589248462
T169173637438,C677013818504
T169201837533,R805110580016
T169203517370,R467822250367
T169220260995,CR80335448539
T169263379684,C208674463645
T169285153977,R484974489427
T169287515868,R809467187738
T16928901412,R8602615644
T169301397198,S608539204331
T169315362219,R54481457783
T169324935188,S350267378795
T169344761426,S59473485746
T169415616756,S341935930538
T16942450956,S637917689179
T169429349434,S695180458020
T169457508124,C40648968635
T169476838560,R805110580016
T169508907167,R48156846185
T169569916738,C850618627983
T169592791611,R429073529027
T169595129296,C110573369242
T169599628432,R18639835065
T16959982843,S223039727902
T169614347652,R668887724510
T169684245161,C208674463645
T1697057759,C113883303122
T169720762221,S608539204331
T169740555846,S872589248462
T169767995342,R397540961987
T169769136581,S71562236819
T169777555693,S178331315212
T169799292321,S350267378795
T169814514375,R583734558500
T169838438272,R805110580016
T1698426132,S232788239882
T169862905058,R308416853768
T169865709134,S675250864354
T169973671853,R392940951280
T169977988873,C295212267364
T1699884483,CR706261205313
T170018917012,R996992171891
T170028822729,S695180458020
T170101785871,C40648968635
T17010197140,CR783198615036
T170125981140,R805943178700
T170145382278,R429073529027
T170167654527,CR290569187576
T17020097797,S827758731804
T170236781871,R151919292782
T17028555145,CR713482463859
T170329134963,S583048510534
T17041059229,R996992171891
T170414430644,R858113497826
T170475985070,S583048510534
T170476357190,C349004818744
T17048938394,R308056216827
T17049450205,S608539204331
T170522119604,CR783198615036
T170524996397,C641795813078
T170539272527,S3204071518
T170665901426,CR65640478814
T170716277,R805110580016
T170717376312,C110573369242
T170769234218,CR547929536713
T17082503053,C632792596596
T170865993048,R83333660646
T170866898439,R564798178132
T170883675,R14146819289
T170885341324,C295212267364
T170885631234,C93320439506
T170890270617,R245333689855
T170926296803,C381290136160
T170963322142,C980295860804
T170964951680,R12996266868
T171025585186,C696792776381
T171026808758,C20695518246
T171093418685,C316979864735
T171126580845,S675993292454
T171156471278,S110110593359
T17116299572,CR114120579704
T171192996982,C696792776381
T171272181486,CR874756817358
T171314590718,R821219382676
T171339456917,S908788533980
T1713807917,C37094815689
T171424727306,S160390550818
T171432812659,R653709434810
T171510785279,C641795813078
T171587125757,CR853956581654
T171596757039,C12149984059
T171628975804,R928087587436
T171637825878,S86253713888
T171648246306,CR102968664636
T171744521745,CR547929536713
T171761965217,CR757199606799
T171763834745,S35506426664
T171787912849,S504842321794
T171788840425,R478274439044
T171840847166,R177105721207
T171861149388,R119341965993
T171930472555,R733556529584
T171937761146,C659685682807
T171969135933,S583048510534
T171970366709,CR504201865764
T172029376877,S48628617912
T172036613372,R14146819289
T172060845887,CR713482463859
T172167393491,CR757199606799
T172167587800,R814256406213
T172227541532,C210040486942
T172293904735,R853376939554
T172331409514,C5812563755
T172394867266,CR774204321512
T172406159756,C641795813078
T172427558835,CR923917438195
T172429169360,CR974353914474
T172442422508,C577089955578
T172453592556,C349573165350
T172457292809,S637917689179
T172463450278,R814256406213
T172469905450,R14146819289
T172472757731,CR69735252366
T172600689819,C980295860804
T172622160000,S690539574356
T172637136071,C219662665970
T172656866986,C12149984059
T1726725435,S621515627467
T172692390061,S3204071518
T172749631448,C696792776381
T172821611490,R291609990421
T17283466404,C36574055434
T172836687030,R564798178132
T172837797016,CR432610693265
T172870448984,R370176431389
T172878593700,C767239668292
T172908849021,S849156716011
T172924393208,R805110580016
T172940509383,R96630368062
T172952599407,S178433510159
T17296269068,S223039727902
T172963923776,R54481457783
T172978985706,S841034185441
T172986514119,R809467187738
T173006546320,CR83553746062
T173012393348,S35506426664
T173195671409,C219662665970
T1732077537,R814256406213
T173302746449,CR848368971683
T173303783229,R936337393870
T17332563675,R48156846185
T173360337442,R84565275715
T173385896686,S637917689179
T173394540083,S223039727902
T173474149146,C956864658183
T173493640505,C850618627983
T173538177095,R177105721207
T173598239310,C20695518246
T173625567483,S232788239882
T173701236306,R131038522767
T173703731022,S375549183226
T173705959038,C110573369242
T173753891547,CR757199606799
T173754391365,R653709434810
T173896489027,R48042242991
T173911774161,S827758731804
T173931235153,C295212267364
T173941673458,C696792776381
T174046571524,S178433510159
T174066984526,R177105721207
T17406739701,R18639835065
T174070928122,S827758731804
T174071663641,CR547929536713
T174138819313,S178433510159
T174152648050,CR136479728025
T174179990543,CR489378824854
T174198108592,S350267378795
T174240620058,CR206004380361
T174251766235,S223039727902
T174268996989,R429073529027
T174300514849,S242445566060
T174401773147,S504842321794
T174417115611,C641795813078
T174427307159,C902242338621
T174438868300,CR795705730009
T174448281127,C295212267364
T174482362021,C55841182577
T17455437109,R119341965993
T174557174563,S675993292454
T174580835227,CR102968664636
T174622675669,C295212267364
T174659471064,S827758731804
T174701287345,C696792776381
T174714350780,CR654867845835
T174742477477,CR795245890399
T17480195892,S223039727902
T174816170301,S86253713888
T174902797527,S608539204331
T17491928121,R996992171891
T174948966383,C918306506787
T174950168311,S232709415599
T174979577371,R245333689855
T174983447586,CR713482463859
T175003850942,R652026353427
T175020747896,C260483934511
T175123575993,CR233667834251
T175193247489,CR290569187576
T175260594235,C538548926956
T17527213788,C221878844816
T17533555786,S750415880604
T175346388991,R653709434810
T175384396498,R177105721207
T175391572358,CR874756817358
T175393784769,CR63726159656
T175398220732,S312690706410
T175478933149,C500371377607
T175479353742,R912580200546
T175491116995,S849156716011
T175526955026,R605336764643
T175575960958,S348754910300
T17557920659,C221878844816
T175586851877,S583048510534
T175594973684,S827758731804
T175650602134,R96630368062
T175670695524,R14146819289
T175671199525,CR206004380361
T17567392103,CR102968664636
T175679199110,CR69735252366
T175693709430,CR432610693265
T175741388181,R308416853768
T175754799701,S178433510159
T175766943042,R990724975152
T175863844195,C55651347661
T175884212989,C349573165350
T175907143456,R805110580016
T17594732610,S750415880604
T175967979912,C349004818744
T175973207309,C524314336416
T175981398614,CR848368971683
T176151794598,R647600876296
T176154874551,S439715196849
T176190696293,CR973006857846
T176193592883,C659685682807
T1762023725,C70100506313
T176209252503,S178331315212
T176252839202,R805110580016
T176322421500,R814256406213
T176336546922,C198751675116
T176374764336,S675993292454
T176384590242,S60176329917
T17642346895,C6550062356
T1764339057,CR206004380361
T176493756068,R177105721207
T17649741975,C850618627983
T176501226433,R849627309056
T176514118535,S637917689179
T176522488540,S312690706410
T17652627529,S234650831198
T176539304099,C275167256486
T176571222800,C632792596596
T176628872094,CR874756817358
T176703745866,CR915977980863
T17672123572,C110573369242
T176728274517,C221878844816
T176850357323,R478274439044
T17689735284,S425406563509
T176903745925,C295212267364
T17691150022,S350267378795
T176921756527,S129823627207
T17692242663,R653709434810
T176986309900,CR80335448539
T177010525416,CR547929536713
T17701587268,C918306506787
T177022773363,S827758731804
T177073791183,C6550062356
T177112586316,CR102968664636
T177142873227,R934016749639
T177150583848,CR206004380361
T177186967738,R7608595934
T177192144724,R653709434810
T177269559558,R209582834537
T177269664166,S994888439568
T177273993696,R84565275715
T177277785752,R875719724733
T177283557091,C110573369242
T177361254720,R269418758472
T177369963869,S35506426664
T17737401857,S178433510159
T177388589832,R717615300617
T177388807095,C670799455101
T177427926149,CR874756817358
T177436135238,CR233667834251
T177485343972,CR915977980863
T177506207144,C465489125192
T177526532490,C110573369242
T177528402790,R209582834537
T177560497283,R590980645905
T177652251840,S994888439568
T1776826353,R653709434810
T177691305413,R83187316149
T17769543387,R681239563875
T177698664774,R912580200546
T177710216455,C696792776381
T177750280732,S994888439568
T177757300719,R653709434810
T17777554154,CR119027379060
T177778753116,CR795245890399
T177779668610,R245333689855
T17778277526,S827758731804
T17779489916,CR795245890399
T177797865653,CR95016066646
T177809373991,C20695518246
T17782256170,R429073529027
T177823218090,CR65017088359
T17785971521,C127565968843
T177883817108,R653709434810
T177945326087,CR506004523070
T177951931333,C219662665970
T177992722076,CR87150949837
T1780231670,S348754910300
T178054378484,CR727560947210
T178062766019,S637917689179
T178068502293,S35506426664
T178131771507,R653709434810
T178215156174,C7845575242
T17841265416,R591819899055
T17843645573,C40648968635
T178448204399,R590980645905
T178491488341,C538548926956
T178602199039,C857143432536
T178669658633,CR547929536713
T178718197389,R590980645905
T178753234222,C696792776381
T17876753282,CR654867845835
T178810102008,R291609990421
T178825963163,C623482292023
T178846790400,CR80335448539
T178893348112,CR757199606799
T178930968774,R48042242991
T178950882981,C902242338621
T17895673975,C40648968635
T17897816078,S385413546901
T179029457444,S350267378795
T179046435655,R585005168566
T179058357121,C40648968635
T179067513330,C498567266942
T179078296272,CR757199606799
T179095123708,CR654867845835
T179170717607,C219662665970
T179244379011,C659685682807
T179270132278,C280896198612
T179302782844,S484032499382
T179330804104,S3204071518
T179355438627,R177105721207
T179373358630,S234650831198
T179384667498,C20695518246
T179388369199,R269418758472
T179445338876,C918306506787
T179462609423,R14146819289
T17946915284,R14146819289
T179495774877,C490361356313
T179553689891,R269418758472
T179626754692,S827758731804
T179633951102,S77761530024
T179651614261,S908788533980
T179652805810,R308416853768
T17968100065,C463623513240
T179725691658,S110110593359
T179735755408,R653709434810
T179756878489,R337885620018
T179768324516,R308333386687
T179790441893,CR547929536713
T179824523986,S695180458020
T179833375851,CR432610693265
T179892723506,R54481457783
T179913691576,S223039727902
T179944110636,S908788533980
T179981364937,CR61848145612
T180001941311,R7608595934
T180061985040,R96630368062
T180075984772,CR136479728025
T18008479583,C577089955578
T180124808328,S439715196849
T180197987551,R653709434810
T180200654204,S484032499382
T180206866667,S223039727902
T180257268187,R590980645905
T18027149268,CR713482463859
T180272356645,C110573369242
T180277627959,S3204071518
T180294524488,R23776857499
T180363253887,C127565968843
T180430322355,C498567266942
T180522916116,R119341965993
T180567750220,R730450999911
T18060512441,R48156846185
T180628398680,R666470705229
T180678993378,R14146819289
T18075928725,S609832720437
T180787904831,R811611199001
T18079708219,CR526921733772
T180799576879,S24127311599
T180803186928,R681239563875
T180811281415,C500371377607
T180836645874,CR119027379060
T180953241351,S178433510159
T180984549615,CR432610693265
T18102725749,R413672277005
T181055968229,C902242338621
T181179804596,R814256406213
T181191288973,S908788533980
T18119420520,R16412228157
T18119840280,S60176329917
T181239589446,S946965306891
T181258928893,C127565968843
T1812662795,C20695518246
T181297985398,C665903343271
T181316165366,R666470705229
T181328502132,R7747895548
T181329806891,R88077843873
T181346893259,C349004818744
T181397297097,C741916270689
T181449764892,S675993292454
T181492393209,R652026353427
T181525578990,S994888439568
T181532227518,C921786706840
T181552588605,C280896198612
T181618650994,C40648968635
T181628344727,C914816594822
T181646815065,CR65640478814
T181685788625,S178331315212
T181737884200,S318858974713
T181766808531,CR95016066646
T181771719986,R386143586539
T181791691865,C36068482152
T181835603443,R478274439044
T181849837857,R83268455149
T181864210433,S55039215188
T18191434572,S498478140708
T181971149974,CR290569187576
T181993106008,C208674463645
T182017334358,S952330424674
T182026708333,C13372708040
T182034906594,C122743610118
T182050360810,S439715196849
T182066145140,R730450999911
T182101606826,C918306506787
T182105817235,R386143586539
T182160956385,R151919292782
T182161937630,CR504201865764
T182197911842,R912580200546
T18221307667,CR874756817358
T182218486102,CR257231242973
T1822435870,S850054748357
T18225398348,C980295860804
T182288300316,CR290569187576
T182297214406,R119341965993
T182303246097,S178433510159
T182340394916,C994840160544
T182349927663,C40648968635
T182369708576,CR432610693265
T18240645603,C918306506787
T182411618025,R23776857499
T182471282430,C9291059190
T182525987262,R805110580016
T182532771019,C903487843119
T18260197459,CR264673710960
T182604647951,CR83553746062
T182622374131,R990724975152
T182646596804,CR119027379060
T182652731982,S637917689179
T182676608524,CR87150949837
T182707754919,S468138233432
T182717695240,R653709434810
T182745221288,R478274439044
T182751197367,S385413546901
T182793789393,S55039215188
T182823822314,R591819899055
T182830359311,C498567266942
T182836553846,CR155416371582
T182837400133,R591819899055
T182947827291,C332521205056
T18295596242,C93320439506
T182969136957,R849627309056
T183005342295,C902242338621
T183090531111,C331412913805
T183094196209,C903487843119
T183102260604,R291609990421
T183121902165,S160390550818
T1831284193,R12996266868
T18313394060,C668620257542
T183137453327,R119341965993
T183146414985,R912580200546
T183173809928,CR373501801
T183223801037,R291609990421
T183226633300,S35506426664
T183232409192,CR922291157783
T183234912814,C349004818744
T18325277191,S374183203303
T18332763227,CR49340755304
T183338418024,S872589248462
T183348372707,C127565968843
T183374599070,C6550062356
T18339850724,S946965306891
T183414219595,R814256406213
T183453525809,CR432610693265
T183512335306,R151919292782
T1835155643,R653709434810
T183683931401,S994888439568
T183689331101,C378823819744
T183706176233,R209582834537
T183712860527,CR432610693265
T183730894270,C55841182577
T183738160588,S160390550818
T18376665861,S3204071518
T183806369790,R653709434810
T183811336330,R83268455149
T183819277851,S242445566060
T183824342151,C30870158900
T18382688871,CR706261205313
T183835741643,CR915977980863
T183864850227,CR294531882647
T183870964127,S928037566409
T183978292622,C12149984059
T184044359150,R308416853768
T184071351079,S608539204331
T184077373970,S637917689179
T18410720204,CR915977980863
T18415554750,C275167256486
T184173662262,S3204071518
T184190518002,S77761530024
T1841914181,R209582834537
T18423651873,C148980301352
T184262589291,C994840160544
T184271155218,S583048510534
T184290266903,S3204071518
T18432465346,R590980645905
T184374921224,S375549183226
T184410665228,S234650831198
T184444478732,S827758731804
T184486926077,CR713482463859
T184532642481,S520447518974
T184536108666,R48156846185
T184546397446,CR264673710960
T184601912442,C670799455101
T184649430325,R478274439044
T184660224801,S952330424674
T184692564673,C12149984059
T184712829767,R83268455149
T18474907734,R418677766599
T184808873192,R131038522767
T184823810480,CR102968664636
T184861794590,C36574055434
T184870577162,R84565275715
T18487064792,S583048510534
T184872720324,CR874756817358
T184890443611,CR702008838130
T184920123670,S348465388962
T184921736989,R653709434810
T184950699556,CR87150949837
T184975905015,R564798178132
T185081882151,C903487843119
T185082707073,R245333689855
T185107751601,CR65017088359
T185112247030,R14146819289
T185130992104,CR63726159656
T185144172902,S583048510534
T185172179232,S55039215188
T185217553559,C6550062356
T185251271833,CR320220694115
T185268312169,CR114120579704
T18528468463,C641795813078
T185313419760,S24127311599
T185321918870,S608539204331
T185374583905,C857143432536
T185380525893,CR63726159656
T185396942739,CR8690183203
T18541714430,R821219382676
T185423789459,S375549183226
T185435304995,S952330424674
T185470313948,S234650831198
T18554894567,R83268455149
T185646633191,R590980645905
T18569567126,R392940951280
T185718908805,C110573369242
T185733183955,S353503182083
T18574573589,R666470705229
T185746591328,CR102968664636
T185779331709,C260483934511
T185834501765,R478274439044
T185840419618,C918306506787
T185923259781,S167987957665
T18593168978,S234650831198
T185938639037,R805110580016
T185952414446,CR922291157783
T185971704668,S223039727902
T185981702653,S47399595820
T186044920854,C349573165350
T186046675657,S946965306891
T186047424138,CR654867845835
T18606416217,R47707058158
T186072726910,R940836426196
T186091691842,R83268455149
T18613473183,S890862610895
T186149735127,C13372708040
T186194188180,CR206004380361
T18619650286,C221878844816
T18626325883,C994840160544
T186297214988,R805110580016
T186319774660,CR547929536713
T1863395990,S583048510534
T186389640430,CR87150949837
T186397235337,C670799455101
T186399601075,S55039215188
T186420518067,C641795813078
T18645911114,CR654867845835
T186472742599,R14146819289
T18650523092,R849627309056
T186509515237,R478274439044
T186531976277,R814256406213
T186552802160,S375549183226
T186566622656,R564798178132
T186605393616,C687240883632
T186655131792,CR206004380361
T186662525990,C538548926956
T18668811242,S550005392985
T18672314120,S849156716011
T186733349035,CR206004380361
T186744549810,S178433510159
T186751407555,R151919292782
T186779445061,CR922291157783
T186826134170,CR294531882647
T186833322687,C641795813078
T186853272032,CR206004380361
T186888569639,R269418758472
T18694585184,CR432610693265
T186968946765,CR65640478814
T186985530446,C902242338621
T187067468070,C221878844816
T187117486419,S375549183226
T187123339467,R814256406213
T187141424721,C55651347661
T18715296267,S946965306891
T187160917134,S77761530024
T187161969192,C470685675061
T187172525735,CR504201865764
T187271560421,R429073529027
T187279435813,S223039727902
T187312736093,C403835928361
T187343308042,CR294531882647
T187356469402,R23776857499
T187393210096,R666470705229
T187402266628,S808744345450
T187442399749,R652026353427
T187444248176,S242445566060
T187448440094,C902242338621
T187454759858,C498567266942
T18745931920,R990724975152
T187478710621,C37094815689
T187507590443,CR412668135309
T187533775387,C470685675061
T18762752771,C40648968635
T187632232387,C40648968635
T187653807404,CR757199606799
T18772312626,C36574055434
T187740248992,C918306506787
T187763893749,S35506426664
T187768746316,CR783198615036
T18782266217,R83268455149
T187864589624,CR83553746062
T187886430451,S621515627467
T18797275799,CR713482463859
T187989253343,R964953809460
T18800563650,C696792776381
T188051339098,S160390550818
T188101988470,CR795245890399
T188102939220,S928037566409
T188129502973,R652026353427
T188134561454,R805943178700
T18818171895,R668887724510
T188209803151,CR287532576460
T18821924526,C221878844816
T188226713059,R564798178132
T18823277789,S675993292454
T188243616582,C110573369242
T188264123394,S375549183226
T188272920585,C280896198612
T188303898833,R297805899175
T18832322915,S232788239882
T188352683522,CR372828243972
T188383963599,R96630368062
T188386947862,CR232444471110
T188403782139,C349573165350
T188404588176,S808744345450
T188422874067,R151919292782
T188440506486,CR297743157731
T188494630392,R269418758472
T188518875913,S35506426664
T188528635392,S223039727902
T18854993266,CR757199606799
T188606518987,S71562236819
T188609929851,C956864658183
T188617543775,S952330424674
T188664961226,S353503182083
T1886819051,C918306506787
T188708630274,R47707058158
T188711765814,R478274439044
T188723460301,S690539574356
T188783503581,R177105721207
T188818316386,CR526921733772
T188882720491,CR777832917327
T188891199454,S583048510534
T188896392305,C994840160544
T188909428362,C696792776381
T188910831575,C357023274761
T18893443560,R245333689855
T188994534173,S994888439568
T189026559102,CR783198615036
T189075435638,CR967855246261
T189180827755,C538548926956
T189217592213,CR757199606799
T189222288296,CR69735252366
T189323524882,C36068482152
T189338538146,CR206004380361
T189376174375,CR432610693265
T189381133843,CR874756817358
T189398486665,CR83553746062
T189405377760,CR795245890399
T1894146862,S908788533980
T189496932490,C46483268431
T18950560057,R805110580016
T189538160075,CR432610693265
T189569116630,R291609990421
T189581245600,S47399595820
T18963486533,CR654867845835
T189644336746,C641795813078
T18964945629,C221878844816
T18970604335,CR87150949837
T189713961352,C99989495688
T189830393675,CR656344193297
T189843845296,R990724975152
T189867672704,C127565968843
T18989153519,CR8690183203
T189930580060,C36574055434
T189972277909,C470685675061
T190029503930,R291609990421
T190057777205,CR69735252366
T190079524231,S637917689179
T190097524976,C275167256486
T190112693150,R291609990421
T190121397562,R912580200546
T190125238418,C198751675116
T190180543593,R575515503788
T190188363195,R653709434810
T190189922812,C40648968635
T190193288632,C538548926956
T190204941840,CR795705730009
T190212491143,R964953809460
T190221791912,R83187316149
T190223231502,C127565968843
T190232128297,R151919292782
T190280884010,R805110580016
T190296796915,R912580200546
T190338654238,CR486101712094
T190450739010,R652026353427
T190480164041,R814256406213
T190492110634,C11453236465
T190496430028,R23776857499
T190520496885,S644620252216
T19052344424,CR83553746062
T190629339281,R805943178700
T190648467095,R590980645905
T190654119364,C6550062356
T190691826037,S608539204331
T190712671879,R867531838668
T190782344148,C280896198612
T190836681851,S35506426664
T190846960057,CR874756817358
T190879252569,R177105721207
T190888889686,R84565275715
T190919353488,R177105721207
T190925112239,CR155416371582
T1909481598,CR83553746062
T190948844904,R912580200546
T190953390918,S110110593359
T190958476767,CR290569187576
T190961514721,CR922291157783
T191046577363,C6550062356
T191069885427,C349573165350
T191080500729,R151919292782
T191157373576,C730873287974
T191173977716,S178331315212
T191212350049,S637917689179
T191245727846,S637917689179
T19125290139,S178331315212
T191303160536,S178331315212
T191311416046,C6550062356
T19135984459,CR290569187576
T191381354792,CR310905580460
T191410949657,R48156846185
T191438779,CR114120579704
T191463950400,R370176431389
T191470281363,CR547929536713
T191483166611,R14146819289
T191506149259,R43170117713
T191535449702,R48042242991
T191596738517,C11453236465
T191639751812,R590980645905
T19164466787,S425406563509
T191660671682,S71562236819
T191679221760,CR69735252366
T191698237303,S827758731804
T19169896672,S178433510159
T191738666280,R14146819289
T191740550682,S609832720437
T191744184555,R849627309056
T191759398366,C40648968635
T19178376587,CR233667834251
T191858769226,C659685682807
T191863958521,C295212267364
T19196116975,C538548926956
T191983445781,R16412228157
T19201915043,C668620257542
T192030551749,S365579778508
T192034503797,C850618627983
T192040172198,S365579778508
T192040718339,R653709434810
T192064556652,S439715196849
T192065438050,R291609990421
T19207021796,CR713482463859
T192177618460,R48156846185
T192208222911,S525935105592
T192219608703,S994888439568
T192270845313,S86253713888
T192283360317,C40648968635
T192306576407,C316979864735
T192322232833,R564798178132
T192348296551,R990724975152
T192362816075,CR8690183203
T192385925698,S341935930538
T192407340939,R990724975152
T192421663237,C903487843119
T192476195823,CR706261205313
T192522370930,S808744345450
T192549497342,S178433510159
T19256722361,R585005168566
T192569822885,C20695518246
T192570283325,S183881695792
T19257233549,S808744345450
T192582384955,C903487843119
T192602432460,S86253713888
T192602591367,R229761284273
T1926027329,R12996266868
T192668205338,S35506426664
T192710669017,S520447518974
T192752263228,C55651347661
T1927656967,C280896198612
T19286138805,CR92755511564
T192882772464,CR46500379932
T192884924806,R717615300617
T192888120665,C618341461549
T192935239701,C617207532761
T192951471199,R912580200546
T193000797372,CR294531882647
T193004390132,C349573165350
T19303912007,S827758731804
T193060977731,R814256406213
T193062284827,C349573165350
T193066330087,C349573165350
T19308570889,C349573165350
T193173811,C30870158900
T193186506421,CR713482463859
T193203679577,R912580200546
T193359256499,C260483934511
T193359762068,C55651347661
T193409521538,C850618627983
T193414549325,S47399595820
T193420426163,CR656344193297
T19343544932,C670799455101
T193458608094,S232709415599
T193548439625,C641795813078
T193552479244,CR43246051644
T193598176120,R668887724510
T193662481998,CR233667834251
T193668884671,C403835928361
T193681529964,R245333689855
T193691584053,R653709434810
T193710684351,R397540961987
T193762486454,CR87150949837
T193768331826,R717615300617
T193829694956,CR504201865764
T193910509655,C956864658183
T193970240699,CR702008838130
T194028784507,C659685682807
T194060810772,C208674463645
T194081970750,CR811166384274
T194092101958,CR706261205313
T194095993890,S504842321794
T194101194656,S110110593359
T194135163980,S952330424674
T194138793570,C994840160544
T194150397558,C677013818504
T194243243684,R668887724510
T19429356797,R209582834537
T194348929568,CR505658625083
T194351478647,C23912194963
T194370433375,S350267378795
T194426149004,R585005168566
T194445900265,C659685682807
T19456336504,R370176431389
T19457318371,S994888439568
T19457888161,CR795245890399
T194588205512,C349573165350
T194644371336,R2995844411
T194675906325,C6550062356
T19471608903,CR310905580460
T194737192034,R585005168566
T194806258027,S350267378795
T194821912669,R7608595934
T194840114333,C68371135703
T194843564204,CR727560947210
T194854540659,R84565275715
T194896178624,C850618627983
T19490238851,S908788533980
T194920191613,R912580200546
T194986940616,S341935930538
T195019130705,CR8690183203
T195023111726,S952330424674
T195140427896,S928037566409
T195165881154,R805943178700
T195191459296,CR853956581654
T195242148398,CR432610693265
T195277808379,S994888439568
T195327356814,S35506426664
T19534728324,R681239563875
T19536637931,S637917689179
T195372387621,CR727560947210
T195375606479,S952330424674
T19538582713,R564798178132
T19538648019,CR727560947210
T19540748760,S178331315212
T19541144610,R964953809460
T195447440990,S86253713888
T195467829946,CR432610693265
T195481418953,C545559853239
T195547635994,C37094815689
T195596397692,S167987957665
T19562843529,S637917689179
T19563197488,S242445566060
T1956329326,R337885620018
T195668938279,CR172119223289
T195677706938,R875719724733
T195691594325,R7747895548
T19574823031,S994888439568
T19581569726,C46483268431
T195816564833,R652026353427
T195819686102,S178331315212
T19584916319,C219662665970
T195859806001,CR77021166555
T195864660268,R733556529584
T195876412342,S375549183226
T195883956849,S35506426664
T195934872164,R681239563875
T19595032148,C122743610118
T195982257526,R849627309056
T195983393344,C741916270689
T196037432094,CR69735252366
T19604672948,C465489125192
T19607770903,C696792776381
T196082626961,C918306506787
T196091867272,R928087587436
T196092432014,C668620257542
T196126112460,CR783198615036
T196147524801,CR310905580460
T196147814331,S872589248462
T196160568596,C371829173428
T196162563950,S952330424674
T196202862927,R805943178700
T196321679904,C357023274761
T196363708238,C902242338621
T196591895346,C902242338621
T196611186279,S637917689179
T19662135800,C55841182577
T196621643043,S827758731804
T196632415850,CR547929536713
T196653243712,CR713482463859
T196726698450,CR654867845835
T196761187545,R821219382676
T196769115627,R814256406213
T196789280077,R151919292782
